# 연대 판정 표 — `uv run histgraph chronology --apply` 가 읽는다 (`chronology` 모듈 머리글).
#
# 원인은 결과보다 먼저다. 연표에서 원인이 결과 아래에 서면 (2026-09-05 지적:
# 병자호란 → 공석신주사건) 엣지가 틀렸거나 날짜가 틀린 것이다. 어느 쪽인지는
# 정본(민족문화대백과·국편)과 위키백과를 읽고 여기에 적는다.
#
#   date<TAB>노드 id<TAB>시작<TAB>끝<TAB>근거          끝은 비워도 된다
#   drop<TAB>원인 id<TAB>결과 id<TAB>근거
#   flip<TAB>원인 id<TAB>결과 id<TAB>종류<TAB>근거     결과 → 원인으로 다시 건다
#
# 날짜는 양력이다. 음력을 옮겼으면 근거에 원래 날짜를 적는다. 하루까지 모르면
# 달까지만 적는다.

# --- 결과의 날짜가 틀리거나 거칠었다 --------------------------------------
date	nikh:kc_i502360	1953		삼백공업 — 국편: "삼백산업이 발흥한 시기는 한국전쟁을 겪은 직후", "1950년대 중반 ... 호황을 누렸으나, 1957년 이후 ... 불황". 기존 값 1950 은 전쟁이 난 해다
date	nikh:kc_i500600	1960-03-15	1960-03-15	3·15부정선거 — 국편·민백: "1960년 3월 15일에 실시된 제4대 대통령선거 및 제5대 부통령 선거". 기존 값은 시작이 1960(연도만)이고 끝이 1960-03-15 라 머리글이 거꾸로 섰다
drop	wd:Q482525	nikh:kc_i403410	3·1 운동 → 파리강화회의 — 회의는 1919년 1월 18일 개막이라 3·1 운동(3월 1일)보다 앞선다. 근거 문장은 3·1 운동 뒤 파리에 대표를 보낸 일이지 회의가 열린 까닭이 아니다. 반대 방향(파리강화회의 → 3·1 운동)이 참이고 그대로 둔다
drop	wd:Q49621	wd:Q484437	남조선로동당 → 대구 10·1 사건 — 남로당 창당은 1946년 11월 23일로 사건(10월 1일)보다 뒤다. 사건을 이끈 것은 조선공산당 계열이고, 근거 문장은 뒷날 남로당이 자기 투쟁으로 꼽은 것을 옮긴 것이다
drop	wd:Q490156	wd:Q6673773	청산리 전투 → 간도참변 — 참변은 10월 9일에 시작해 청산리 전투(10월 21~26일)보다 앞선다. 청산리의 패배는 학살을 격화시킨 영향이지 일으킨 원인이 아니다. 훈춘 사건 → 간도참변은 그대로 둔다
drop	wd:Q4870736	wd:Q16261147	청주 전투 → 금산 전투 — 금산 전투 노드는 두 차례를 함께 담아 제1차(양력 8월 15일)가 청주 전투(9월 6일)보다 앞선다. 청주성을 수복한 조헌이 금산으로 간 것은 제2차 금산 전투(9월 23일)의 앞일 뿐이라, 노드 전체의 원인으로는 세울 수 없다
drop	wd:Q34266	nikh:kc_i301900	러시아 제국 → 나선 정벌 — 나선 정벌(1654·1658)의 상대는 러시아 차르국이고 러시아 제국은 1721년 11월 2일에 선포됐다. 뒤에 생긴 나라 이름으로 앞선 일을 설명할 수 없다

# 2026-09-08 (2) 사용자가 화면에서 하나를 더 짚었다 — 1398년 자리에 함흥차사가 서고
# 그 아래에 원인인 왕자의 난(8월)이 섰다. 앞선 조사가 관문(`chronology.find`)이 세는
# 것만 봐서 **두 부류를 통째로 놓쳤다**:
#   (1) 결과에 날짜가 아예 없는 것 — 관문은 '연대를 모름'으로 세고 넘기는데, 연표는
#       이웃에서 해만 빌려 세우고 날짜가 빈 문자열이라 **그 해 맨 위**에 세운다.
#   (2) 결과가 나라·단체·개념인 것 — 관문은 **끝나는 날**로 재는데(그것이 인과의
#       규칙이다) 연표는 **시작한 날**에 세운다. 창립이 곧 결과인 단체가 다 여기 있었다.
# 연표가 쓰는 값 그대로 다시 세니 61쌍이었다. 아래는 그중 정본이 날짜를 주는 것이다.
date	wd:Q12624489	1400	1402	함흥차사 — 위키백과: "1398년 태조 이성계가 정종에게 양위한 뒤 함흥으로 갔다", "1400년 태종 이방원이 즉위하다", "1401년 4월 태조가 성석린의 청을 받아들여 한양으로 환궁한다". 차사를 보낸 것은 태종이므로 1400년 즉위 뒤의 일이고, 1402년 조사의의 난 때까지 이어진다. 날짜가 없어 이웃에서 빌린 1398년(왕자의 난)에 서 있었다
date	wd:Q20651847	1594		송유진의 난 — 위키백과: "1594년(선조 27년) 임진왜란의 혼란중에 송유진을 중심으로 ... 아산과 평택 일대에서 반란". 날짜가 없어 빌린 해의 맨 위에 서 있었다
date	wd:Q8733	1636-05	1912	청나라 — 민백 병자호란: "같은 해 4월 후금은 나라 이름을 '청'으로 고치고 연호를 숭덕이라 했으며"(음력 4월 = 양력 5월). 기존 값 1636 은 연도만이라 그해 12월의 병자호란보다 뒤로 보였다
date	nikh:kc_o402350	1886-09-23		육영공원 — 민백: "1886년(고종 23)에 설립되었던 관립학교", "미국측에 요구한 3명의 교수요원이 도착한 1886년 9월 23일에야 개교". 기존 값 1882 는 조미 수호 통상 조약의 해다
date	nikh:kc_i401400	1896-04-07	1899-12-04	독립신문 — 국편: "1896년(고종 33) 4월 7일 그 역사적인 창간호를 발간", "1899년 12월 4일자를 마지막으로 폐간". 기존 값 1896 은 연도만
date	wd:Q16182419	1898-06-30		황국협회 — 민백: "1898년(고종 35) 6월 30일 보부상들은 황국협회를 결성하였다"(국편은 7월 7일 발회식). 기존 값 1898 은 연도만
date	nikh:kc_i403500	1904-02-23		한일의정서 — 국편: "1904년 2월 23일 대한제국의 외부대신서리 이지용과 주한일본공사 하야시 곤스케 사이에 비밀리에 체결". 기존 값 1904-02 는 달까지만
date	wd:Q12598403	1904-07-13		보안회 — 민백: "송수만·심상진 등이 1904년 7월 13일 서울 종로 백목전에서 중민회의를 열어 보안회를 발기하였다". 기존 값 1904 는 연도만
date	nikh:kc_o400700	1919-03-17		대한국민의회 — 민백: "전로한족회중앙총회는 1919년 3월 17일(2월 25일이라는 설도 있음) 블라디보스토크에서 대한국민의회로 개편되었다". 기존 값 1919 는 연도만이라 3·1 운동보다 위에 섰다
date	wd:Q12592104	1919-04-10		대한민국 임시의정원 — 국편: "1919년 4월 10일 밤 10시, 총 29명이 참석한 회의가 상해 김신부로에서 열렸다 ... 제1회 임시의정원 회의가 개최되었다". 기존 값 1919 는 연도만
date	wd:Q16169788	1919-11	1922	서로군정서 — 국편: "1919년 11월 17일 상해 임시 정부의 특별국무회의에서 서간도의 군사기관인 군정부 및 한족회를 임시 정부의 통치 하에 두는 것이 결정"되고 그 뒤 서로군정서로 개칭. 기존 값 1919 는 연도만
date	wd:Q12599058	1919-12		북로군정서 — 민백: 1919년 10월 대한정의단과 대한군정회가 대한군정부로 통합되고, "그 해 12월 상해 임시정부는 명칭을 '대한군정서'로 변경할 것을 조건으로 승낙 ... 이때부터 '대한군정서'가 공식 명칭". 기존 값 1919 는 연도만
date	wd:Q38130	1920-01-10	1946-04-20	국제연맹 — 파리강화회의(1919년 1월 18일 개막)의 결과인 베르사유 조약 규약으로 1920년 1월 10일 발족. 기존 값 1919 는 규약을 적은 해다
date	wd:Q11663966	1931-12		한인애국단 — 민백: "1931년 12월 13일 이봉창의 선서식을 계기로 특무대의 명칭으로 한인애국단이 사용되었다". 기존 값 1931 은 연도만이라 만보산 사건(7월)·만주사변(9월)보다 위에 섰다
date	wd:Q1705247	1946-11-28		조선그리스도교연맹 — 민백: "1년 여의 준비 끝에 1946년 11월 28일 「북조선기독교연맹」을 결성하였다". 기존 값 1946 은 연도만
date	wd:Q11410563	1948-10-23		반민족행위특별조사위원회 — 위키백과: "1948년 9월 7일 제헌국회에서는 ... 반민족행위처벌법을 통과", "반민특위는 1948년 10월 23일 ... 위원 10명을 선출". 기존 값 1945 는 해방된 해다
date	wd:Q490399	1961-05-19	1963-12-17	국가재건최고회의 — 위키백과: "정변 4일째인 5월 19일 군사혁명위원회를 '국가재건최고회의'로 개칭", "1963년 12월 17일 대한민국 제3공화국이 수립되면서 해체". 기존 값 1961 은 연도만
date	wd:Q488521	1972-12-27		대한민국 제4공화국 — 위키백과: "11월 21일 국민 투표로 유신 헌법을 확정하였고, 12월 23일 대통령으로 박정희를 선출, 27일 취임했다". 기존 값 1972 는 연도만이라 10월 유신보다 위에 섰다
date	wd:Q11271105	1910-09	1918	조선 토지 조사 사업 — 위키백과: "1910년 초에는 우리 정부내에 토지조사국을 설치 ... 한일 병합이 되자 토지조사국을 조선총독부 임시 토지조사국으로 개칭하여 본격적인 사업을 시작", "1918년까지 ... 일단 끝을 맺었다". 병합(8월 29일) 뒤 총독부 관제와 함께 임시토지조사국이 선 9월을 시작으로 잡는다. 날짜가 없어 빌린 1910년 맨 위에 서 있었다
date	wd:Q624238	1987-06-29	1987-06-29	6.29 선언 — 민백: "1987년 6월 29일 대통령 후보였던 노태우 민주정의당 대표위원이 ... 발표한 시국 수습을 위한 특별선언". 날짜가 없어 빌린 1987년 맨 위에 서 있었다
flip	nikh:kc_i403700	wd:Q106234557	근거	조선총독부가 1910년 12월에 회사령을 공포한 것이다 (민백 회사령: "1910년 12월 조선총독부가 공포한 회사 설립에 관한 제령"). 추출이 "회사 설립에 허가제를 채택해 총독부가 통제할 근거를 마련했다"는 문장을 회사령이 총독부를 낳은 것으로 뒤집어 읽었다
date	nikh:kc_o400200	1880		개화파 — 국편: "개화당은 사상적으로 박규수의 사랑방에서 배태되었지만 정치적으로는 1880년(고종 17)을 전후한 시기에 태동하였다고 보는 것이 보통이다". 기존 값 1884 는 갑신정변의 해라, 개화파가 자기가 일으킨 정변 아래에 섰다
